 X	 Y	 W	 Z
2	3	101	11	
3	5	103	13	
5	7	107	17	
7	11	109	19	
11	13	137	29	
13	17	139	31	
17	19	149	41	
19	29	151	43	
23	31	179	59	
29	41	181	61	
31	43	191	71	
37	59	193	73	
41	61	197	
43	71	199	
47	73	227	
53	101	229	
59	103	239	
61	107	241	
67	109	269	
71	137	271	
73	139	281	
79	149	283	
83	151	311	
89	179	313	
97	181	347	
101	191	349	
103	193	419	
107	197	421	
109	199	431	
113	227	433	
127	229	461	
131	239	463	
137	241	521	
139	269	523	
149	271	569	
151	281	571	
157	283	599	
163	311	601	
167	313	617	
173	347	619	
179	349	641	
181	419	643	
191	421	659	
193	431	661	
197	433	809	
199	461	811	
211	463	821	
223	521	823	
227	523	827	
229	569	829	
233	571	857	
239	599	859	
241	601	881	
251	617	883	
257	619	
263	641	
269	643	
271	659	
277	661	
281	809	
283	811	
293	821	
307	823	
311	827	
313	829	
317	857	
331	859	
337	881	
347	883	
349	1019	
353	1021	
359	1031	
367	1033	
373	1049	
379	1051	
383	1061	
389	1063	
397	1091	
401	1093	
409	1151	
419	1153	
421	1229	
431	1231	
433	1277	
439	1279	
443	1289	
449	1291	
457	1301	
461	1303	
463	1319	
467	1321	
479	1427	
487	1429	
491	1451	
499	1453	
503	1481	
509	1483	
521	1487	
523	1489	
541	1607	
547	1609	
557	1619	
563	1621	
569	1667	
571	1669	
577	1697	
587	1699	
593	1721	
599	1723	
601	1787	
607	1789	
613	1871	
617	1873	
619	1877	
631	1879	
641	1931	
643	1933	
647	1949	
653	1951	
659	1997	
661	1999	
673	2027	
677	2029	
683	2081	
691	2083	
701	2087	
709	2089	
719	2111	
727	2113	
733	2129	
739	2131	
743	2141	
751	2143	
757	2237	
761	2239	
769	2267	
773	2269	
787	2309	
797	2311	
809	2339	
811	2341	
821	2381	
823	2383	
827	2549	
829	2551	
839	2591	
853	2593	
857	2657	
859	2659	
863	2687	
877	2689	
881	2711	
883	2713	
887	2729	
907	2731	
911	2789	
919	2791	
929	2801	
937	2803	
941	2969	
947	2971	
953	2999	
967	3001	
971	3119	
977	3121	
983	3167	
991	3169	
997	3251	
1009	3253	
1013	3257	
1019	3259	
1021	3299	
1031	3301	
1033	3329	
1039	3331	
1049	3359	
1051	3361	
1061	3371	
1063	3373	
1069	3389	
1087	3391	
1091	3461	
1093	3463	
1097	3467	
1103	3469	
1109	3527	
1117	3529	
1123	3539	
1129	3541	
1151	3557	
1153	3559	
1163	3581	
1171	3583	
1181	3671	
1187	3673	
1193	3767	
1201	3769	
1213	3821	
1217	3823	
1223	3851	
1229	3853	
1231	3917	
1237	3919	
1249	3929	
1259	3931	
1277	4001	
1279	4003	
1283	4019	
1289	4021	
1291	4049	
1297	4051	
1301	4091	
1303	4093	
1307	4127	
1319	4129	
1321	4157	
1327	4159	
1361	4217	
1367	4219	
1373	4229	
1381	4231	
1399	4241	
1409	4243	
1423	4259	
1427	4261	
1429	4271	
1433	4273	
1439	4337	
1447	4339	
1451	4421	
1453	4423	
1459	4481	
1471	4483	
1481	4517	
1483	4519	
1487	4547	
1489	4549	
1493	4637	
1499	4639	
1511	4649	
1523	4651	
1531	4721	
1543	4723	
1549	4787	
1553	4789	
1559	4799	
1567	4801	
1571	4931	
1579	4933	
1583	4967	
1597	4969	
1601	5009	
1607	5011	
1609	5021	
1613	5023	
1619	5099	
1621	5101	
1627	5231	
1637	5233	
1657	5279	
1663	5281	
1667	5417	
1669	5419	
1693	5441	
1697	5443	
1699	5477	
1709	5479	
1721	5501	
1723	5503	
1733	5519	
1741	5521	
1747	5639	
1753	5641	
1759	5651	
1777	5653	
1783	5657	
1787	5659	
1789	5741	
1801	5743	
1811	5849	
1823	5851	
1831	5867	
1847	5869	
1861	5879	
1867	5881	
1871	6089	
1873	6091	
1877	6131	
1879	6133	
1889	6197	
1901	6199	
1907	6269	
1913	6271	
1931	6299	
1933	6301	
1949	6359	
1951	6361	
1973	6449	
1979	6451	
1987	6551	
1993	6553	
1997	6569	
1999	6571	
2003	6659	
2011	6661	
2017	6689	
2027	6691	
2029	6701	
2039	6703	
2053	6761	
2063	6763	
2069	6779	
2081	6781	
2083	6791	
2087	6793	
2089	6827	
2099	6829	
2111	6869	
2113	6871	
2129	6947	
2131	6949	
2137	6959	
2141	6961	
2143	7127	
2153	7129	
2161	7211	
2179	7213	
2203	7307	
2207	7309	
2213	7331	
2221	7333	
2237	7349	
2239	7351	
2243	7457	
2251	7459	
2267	7487	
2269	7489	
2273	7547	
2281	7549	
2287	7559	
2293	7561	
2297	7589	
2309	7591	
2311	7757	
2333	7759	
2339	7877	
2341	7879	
2347	7949	
2351	7951	
2357	8009	
2371	8011	
2377	8087	
2381	8089	
2383	8219	
2389	8221	
2393	8231	
2399	8233	
2411	8291	
2417	8293	
2423	8387	
2437	8389	
2441	8429	
2447	8431	
2459	8537	
2467	8539	
2473	8597	
2477	8599	
2503	8627	
2521	8629	
2531	8819	
2539	8821	
2543	8837	
2549	8839	
2551	8861	
2557	8863	
2579	8969	
2591	8971	
2593	8999	
2609	9001	
2617	9011	
2621	9013	
2633	9041	
2647	9043	
2657	9239	
2659	9241	
2663	9281	
2671	9283	
2677	9341	
2683	9343	
2687	9419	
2689	9421	
2693	9431	
2699	9433	
2707	9437	
2711	9439	
2713	9461	
2719	9463	
2729	9629	
2731	9631	
2741	9677	
2749	9679	
2753	9719	
2767	9721	
2777	9767	
2789	9769	
2791	9857	
2797	9859	
2801	9929	
2803	9931	
2819	0	
